respondent_id,year,age,gender,ses,AC1_commitment,AC2_check_expected5,AC3_check_expected1,FS1,EC2,PT3,EC4,FS5,PD6,FS7,PT8,EC9,PD10,PT11,FS12,PD13,EC14,PT15,FS16,PD17,EC18,PD19,EC20,PT21,EC22,FS23,PD24,PT25,FS26,PD27,PT28,FS_mean,PT_mean,EC_mean,PD_mean,IRI_total,attention_fail_count,included_after_qc
350,2023,20.0,Mujer,2.0,,,,5,4,5,5,3,3,4,4,5,4,5,5,3,5,5,4,3,5,2,4,5,4,4,2,4,5,1,4,4.285714285714286,4.571428571428571,4.571428571428571,2.5714285714285716,4.0,0,True
351,2023,18.0,Hombre,2.0,,,,4,3,4,4,3,3,4,4,2,2,3,3,3,3,4,3,3,4,3,2,3,3,4,3,3,3,2,3,3.4285714285714284,3.4285714285714284,3.0,2.7142857142857144,3.1428571428571432,0,True
352,2023,19.0,Hombre,1.0,,,,4,4,3,3,2,3,2,4,5,3,5,2,1,3,2,2,2,4,2,5,4,5,4,2,3,4,2,4,2.857142857142857,3.5714285714285716,4.142857142857143,2.142857142857143,3.178571428571429,0,True
353,2023,19.0,Mujer,1.0,,,,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,2,5,2,5,4.857142857142857,4.0,4.857142857142857,4.285714285714286,4.5,0,True
354,2023,20.0,Mujer,1.0,,,,3,4,4,4,3,2,3,2,4,4,3,4,1,3,1,2,3,4,1,3,3,2,2,1,2,4,1,3,3.0,2.5714285714285716,3.4285714285714284,1.8571428571428572,2.7142857142857144,0,True
355,2023,19.0,Hombre,2.0,,,,3,3,1,4,1,2,4,5,2,1,4,4,3,4,5,2,1,4,3,1,4,1,2,2,3,2,2,3,2.5714285714285716,3.5714285714285716,2.7142857142857144,2.0,2.7142857142857144,0,True
356,2023,20.0,Mujer,1.0,,,,4,4,3,5,4,1,3,5,5,2,5,5,3,5,4,4,2,5,2,2,5,4,3,1,5,4,2,5,3.857142857142857,4.571428571428571,4.285714285714286,1.8571428571428572,3.6428571428571432,0,True
357,2023,19.0,Hombre,1.0,,,,4,5,5,5,4,1,5,5,4,1,5,2,1,3,1,4,1,5,1,3,5,5,4,1,4,4,2,4,3.857142857142857,4.142857142857143,4.285714285714286,1.1428571428571428,3.3571428571428568,0,True
358,2023,18.0,Hombre,3.0,,,,5,4,4,2,3,4,1,5,3,3,4,1,1,2,1,5,4,3,3,4,4,3,3,2,4,5,4,4,3.2857142857142856,3.7142857142857144,3.0,3.0,3.25,0,True
359,2023,19.0,Hombre,1.0,,,,3,3,3,3,3,2,3,2,2,2,2,5,2,2,4,4,2,3,2,3,2,3,2,2,2,4,2,3,3.4285714285714284,2.5714285714285716,2.7142857142857144,2.0,2.678571428571429,0,True
360,2023,18.0,Mujer,3.0,,,,4,3,2,2,4,5,4,4,4,4,2,3,2,3,4,5,4,4,3,3,3,5,4,3,3,4,3,5,4.0,3.2857142857142856,3.4285714285714284,3.4285714285714284,3.5357142857142856,0,True
361,2023,19.0,Hombre,1.0,,,,3,5,4,3,2,3,2,4,3,2,4,4,2,4,3,2,3,5,3,1,5,3,2,1,3,4,3,2,2.7142857142857144,3.5714285714285716,3.4285714285714284,2.4285714285714284,3.035714285714286,0,True
362,2023,23.0,Hombre,2.0,,,,3,5,5,5,5,2,5,5,5,1,5,4,1,5,5,5,2,5,1,2,5,5,5,1,5,5,1,5,4.571428571428571,5.0,4.571428571428571,1.2857142857142858,3.857142857142857,0,True
363,2023,18.0,Mujer,2.0,,,,5,3,3,2,4,3,3,3,3,4,4,3,3,3,2,4,4,3,4,5,3,5,3,4,2,3,2,2,3.5714285714285716,2.7142857142857144,3.4285714285714284,3.4285714285714284,3.285714285714286,0,True
364,2023,18.0,Hombre,2.0,,,,3,4,5,5,2,2,3,4,4,3,5,3,2,2,2,3,4,5,3,2,4,2,3,1,3,2,1,3,2.7142857142857144,3.7142857142857144,3.4285714285714284,2.2857142857142856,3.0357142857142856,0,True
365,2023,24.0,Hombre,2.0,,,,3,5,4,4,3,3,4,4,4,3,4,3,2,4,4,2,2,4,2,3,5,4,4,2,4,3,2,5,3.142857142857143,4.285714285714286,4.0,2.2857142857142856,3.428571428571429,0,True
366,2023,19.0,Mujer,4.0,,,,3,4,2,4,3,4,3,4,3,4,3,3,5,2,5,2,4,5,4,3,3,3,2,3,3,4,4,3,2.857142857142857,3.2857142857142856,3.4285714285714284,4.0,3.392857142857143,0,True
367,2023,18.0,Hombre,3.0,,,,4,4,4,4,1,2,5,4,3,2,4,3,4,3,4,1,3,4,3,2,4,2,1,2,3,3,2,3,2.5714285714285716,3.7142857142857144,3.142857142857143,2.5714285714285716,3.0,0,True
368,2023,19.0,Mujer,2.0,,,,5,2,5,5,3,1,3,5,5,3,5,5,5,4,5,3,2,5,3,2,5,3,3,1,5,4,1,5,3.7142857142857144,5.0,3.7142857142857144,2.2857142857142856,3.678571428571429,0,True
369,2023,20.0,Mujer,3.0,,,,5,3,1,1,5,5,1,5,3,3,3,4,2,3,2,4,3,3,3,3,3,2,3,3,1,4,3,4,3.7142857142857144,2.7142857142857144,2.5714285714285716,3.142857142857143,3.0357142857142856,0,True
370,2023,18.0,Mujer,2.0,,,,4,5,4,5,1,3,2,4,3,3,3,3,3,5,5,1,3,5,3,3,4,5,2,3,4,2,3,4,2.142857142857143,4.0,4.428571428571429,3.0,3.392857142857143,0,True
371,2023,18.0,Hombre,6.0,,,,4,2,4,4,3,4,3,4,2,2,4,4,3,4,4,4,3,4,3,2,3,2,5,2,3,4,1,4,3.857142857142857,3.7142857142857144,2.857142857142857,2.5714285714285716,3.25,0,True
372,2023,19.0,Hombre,3.0,,,,4,2,3,3,3,2,4,4,3,3,3,3,3,2,4,4,4,3,2,4,4,4,3,2,2,4,1,3,3.5714285714285716,3.2857142857142856,3.0,2.4285714285714284,3.0714285714285716,0,True
373,2023,18.0,Hombre,0.0,,,,3,2,4,3,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5714285714285716,3.2857142857142856,2.857142857142857,2.857142857142857,2.8928571428571432,0,True
374,2023,18.0,Hombre,2.0,,,,3,2,3,4,4,3,2,4,3,4,4,3,3,4,4,4,4,4,3,5,3,5,5,2,2,4,2,3,3.5714285714285716,3.2857142857142856,3.857142857142857,3.0,3.428571428571429,0,True
375,2023,24.0,Hombre,1.0,,,,3,3,3,4,1,2,5,2,2,1,2,4,4,4,4,3,2,3,4,2,3,1,2,2,2,3,3,3,3.0,2.7142857142857144,2.7142857142857144,2.5714285714285716,2.75,0,True
376,2023,17.0,Hombre,1.0,,,,3,4,3,4,4,3,4,5,2,1,4,4,3,2,5,5,2,5,2,2,5,2,5,2,4,5,1,3,4.285714285714286,4.142857142857143,3.0,2.0,3.357142857142857,0,True
377,2023,23.0,Hombre,1.0,,,,3,2,5,3,1,4,3,5,4,3,5,2,2,4,2,1,2,5,1,4,5,5,3,1,5,2,2,5,2.142857142857143,4.571428571428571,3.857142857142857,2.142857142857143,3.1785714285714284,0,True
378,2023,20.0,Hombre,2.0,,,,4,3,2,3,4,2,3,4,3,2,3,3,3,2,3,2,1,5,2,2,5,2,2,1,3,1,1,1,2.7142857142857144,3.0,2.857142857142857,1.7142857142857142,2.571428571428571,0,True
379,2023,18.0,Hombre,4.0,,,,1,2,5,3,1,2,4,4,2,2,3,5,2,3,3,2,3,4,3,1,2,2,1,1,3,2,1,4,2.2857142857142856,3.4285714285714284,2.4285714285714284,2.0,2.5357142857142856,0,True
380,2023,18.0,Hombre,1.0,,,,3,3,5,5,3,1,3,5,5,1,5,3,1,1,5,1,1,5,1,1,5,2,1,1,5,1,1,5,2.142857142857143,5.0,3.142857142857143,1.0,2.821428571428571,0,True
381,2023,18.0,Hombre,0.0,,,,2,4,5,4,1,2,1,4,2,1,3,1,4,4,3,2,1,4,3,3,3,2,3,1,3,2,1,4,1.7142857142857142,3.5714285714285716,3.2857142857142856,1.8571428571428572,2.607142857142857,0,True
382,2023,20.0,Hombre,2.0,,,,4,1,5,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.2857142857142856,2.7142857142857144,2.7142857142857144,2.928571428571429,0,True
383,2023,18.0,Hombre,4.0,,,,3,3,4,3,3,3,4,4,3,3,2,3,3,2,5,2,4,4,4,2,4,1,4,2,2,3,1,4,3.142857142857143,3.5714285714285716,2.5714285714285716,2.857142857142857,3.035714285714286,0,True
384,2023,19.0,Hombre,4.0,,,,3,4,4,4,1,2,3,2,4,2,3,3,1,3,1,2,1,5,1,3,4,2,2,1,2,4,2,4,2.5714285714285716,2.857142857142857,3.5714285714285716,1.4285714285714286,2.607142857142857,0,True
385,2023,21.0,Mujer,3.0,,,,3,3,5,5,5,1,4,5,5,3,5,4,1,4,5,1,1,5,3,5,5,5,3,1,2,3,3,5,3.2857142857142856,4.571428571428571,4.571428571428571,1.8571428571428572,3.571428571428571,0,True
386,2023,18.0,Mujer,2.0,,,,3,5,5,5,1,3,2,4,3,1,4,2,5,5,5,1,4,5,3,3,5,5,1,3,3,3,1,3,1.8571428571428572,4.142857142857143,4.428571428571429,2.857142857142857,3.3214285714285716,0,True
387,2023,19.0,Hombre,1.0,,,,4,3,4,4,4,3,4,4,4,4,4,3,4,4,2,4,3,4,3,3,4,4,4,3,4,4,2,4,3.857142857142857,3.7142857142857144,3.7142857142857144,3.142857142857143,3.6071428571428568,0,True
388,2023,18.0,Hombre,1.0,,,,4,3,5,3,3,3,2,4,3,2,3,5,2,3,2,2,4,4,2,3,4,1,2,2,2,4,2,3,3.142857142857143,3.2857142857142856,2.857142857142857,2.4285714285714284,2.928571428571429,0,True
389,2023,22.0,Mujer,2.0,,,,3,4,5,4,2,3,4,5,4,3,4,5,4,3,4,4,5,5,3,4,5,3,4,2,4,5,3,4,3.857142857142857,4.428571428571429,3.857142857142857,3.2857142857142856,3.8571428571428577,0,True
390,2023,18.0,Hombre,4.0,,,,5,2,5,4,1,3,1,5,2,1,5,2,1,3,3,2,2,3,2,2,5,2,1,2,2,4,2,2,2.2857142857142856,3.857142857142857,2.5714285714285716,1.8571428571428572,2.642857142857143,0,True
391,2023,18.0,Hombre,1.0,,,,2,2,4,4,2,2,4,4,4,2,3,4,2,4,4,3,1,5,3,2,3,2,3,1,2,2,2,4,2.857142857142857,3.4285714285714284,3.2857142857142856,1.8571428571428572,2.857142857142857,0,True
392,2023,24.0,Hombre,1.0,,,,2,3,5,5,2,1,4,2,3,3,4,3,3,4,3,3,3,5,4,2,3,3,2,1,3,2,2,4,2.5714285714285716,3.4285714285714284,3.5714285714285716,2.4285714285714284,3.0,0,True
393,2023,27.0,Hombre,1.0,,,,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.857142857142857,3.0,3.0,3.0,2.9642857142857144,0,True
394,2023,18.0,Hombre,3.0,,,,3,5,3,4,2,3,3,3,3,3,2,3,3,5,3,3,3,4,3,2,2,2,2,1,1,2,1,1,2.5714285714285716,2.142857142857143,3.5714285714285716,2.4285714285714284,2.678571428571429,0,True
395,2023,18.0,Hombre,1.0,,,,5,4,5,3,1,2,2,5,2,2,4,4,2,4,5,3,2,5,1,1,5,1,3,1,5,4,1,5,3.142857142857143,4.857142857142857,2.857142857142857,1.5714285714285714,3.107142857142857,0,True
396,2023,20.0,NR,3.0,,,,5,5,5,5,3,2,3,5,5,3,5,3,2,5,4,2,1,5,2,4,5,5,1,2,3,3,3,5,2.857142857142857,4.571428571428571,4.857142857142857,2.142857142857143,3.6071428571428568,0,True
397,2023,18.0,Mujer,3.0,,,,2,4,4,2,3,3,3,4,4,4,5,3,2,3,2,4,4,5,3,4,4,4,4,4,3,4,2,4,3.2857142857142856,3.7142857142857144,3.7142857142857144,3.142857142857143,3.4642857142857144,0,True
398,2023,18.0,Hombre,2.0,,,,3,3,5,4,2,2,3,4,3,3,3,3,3,5,5,2,3,5,4,2,4,3,2,2,4,2,2,5,2.4285714285714284,4.285714285714286,3.5714285714285716,2.7142857142857144,3.25,0,True
399,2023,20.0,Hombre,2.0,,,,4,5,4,4,2,4,1,4,3,2,4,3,2,4,5,2,4,5,2,4,3,2,3,2,3,4,1,5,2.7142857142857144,4.0,3.857142857142857,2.4285714285714284,3.25,0,True
400,2023,18.0,Hombre,3.0,,,,1,2,5,3,4,1,4,5,1,1,4,4,2,3,5,3,1,5,4,1,3,1,3,1,3,4,1,4,3.2857142857142856,4.142857142857143,2.2857142857142856,1.5714285714285714,2.8214285714285716,0,True
401,2023,18.0,Hombre,2.0,,,,1,1,4,5,1,4,2,3,3,1,3,3,2,3,4,1,2,5,4,4,3,4,1,1,1,3,1,3,1.7142857142857142,3.0,3.5714285714285716,2.142857142857143,2.607142857142857,0,True
402,2023,20.0,Hombre,2.0,,,,4,3,4,5,3,3,2,4,3,3,5,2,3,4,5,2,3,5,2,1,5,3,2,2,4,4,2,5,2.7142857142857144,4.571428571428571,3.4285714285714284,2.5714285714285716,3.321428571428571,0,True
403,2023,18.0,Mujer,2.0,,,,2,5,3,3,3,2,3,2,3,3,4,4,3,3,4,2,3,5,3,3,3,3,2,2,2,3,2,5,2.7142857142857144,3.2857142857142856,3.5714285714285716,2.5714285714285716,3.0357142857142856,0,True
404,2023,19.0,Hombre,2.0,,,,3,1,3,1,1,3,2,3,3,3,5,5,1,1,5,1,3,1,3,1,1,1,1,1,1,1,1,3,2.0,3.0,1.2857142857142858,2.142857142857143,2.107142857142857,0,True
405,2023,19.0,Mujer,2.0,,,,3,5,5,4,2,1,3,4,3,3,4,5,1,4,4,1,1,4,3,2,4,3,2,2,3,3,1,3,2.7142857142857144,3.857142857142857,3.5714285714285716,1.7142857142857142,2.964285714285714,0,True
406,2023,22.0,Hombre,2.0,,,,2,2,3,3,1,2,4,3,2,2,3,3,4,3,4,2,2,4,3,1,2,2,2,2,2,2,1,2,2.2857142857142856,2.7142857142857144,2.4285714285714284,2.2857142857142856,2.428571428571429,0,True
407,2023,19.0,Hombre,1.0,,,,3,4,3,4,2,2,3,3,4,2,4,1,3,3,2,3,3,4,3,2,4,3,2,3,2,2,2,3,2.2857142857142856,3.0,3.4285714285714284,2.5714285714285716,2.821428571428571,0,True
408,2023,19.0,Hombre,3.0,,,,2,3,4,4,2,2,3,2,3,4,4,3,4,4,5,2,2,4,3,3,4,3,3,2,3,3,3,4,2.5714285714285716,3.7142857142857144,3.4285714285714284,2.857142857142857,3.1428571428571432,0,True
409,2023,21.0,Hombre,2.0,,,,2,2,3,3,1,3,4,4,4,3,4,3,3,3,2,2,1,5,4,2,3,3,2,2,2,3,1,4,2.4285714285714284,3.142857142857143,3.142857142857143,2.4285714285714284,2.7857142857142856,0,True
410,2023,18.0,Mujer,2.0,,,,1,1,3,5,3,1,5,1,1,1,1,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3.0,2.142857142857143,2.5714285714285716,2.5714285714285716,2.571428571428571,0,True
411,2023,18.0,Mujer,2.0,,,,3,3,4,4,3,3,4,3,3,3,4,4,4,4,4,4,3,4,3,3,3,4,4,2,2,4,2,2,3.7142857142857144,3.142857142857143,3.5714285714285716,2.857142857142857,3.3214285714285716,0,True
412,2023,19.0,Hombre,1.0,,,,5,4,4,3,4,5,1,4,2,5,4,2,1,2,3,5,5,3,5,4,5,5,3,5,3,4,1,4,3.4285714285714284,3.857142857142857,3.2857142857142856,3.857142857142857,3.607142857142857,0,True
413,2023,18.0,Hombre,1.0,,,,4,3,3,4,2,2,3,3,3,2,3,5,3,5,5,2,2,5,4,2,3,2,3,1,3,2,1,3,3.0,3.2857142857142856,3.4285714285714284,2.142857142857143,2.964285714285714,0,True
414,2023,19.0,Hombre,2.0,,,,3,2,3,3,1,2,5,3,1,2,4,1,3,1,1,1,4,4,3,5,3,4,1,2,2,1,1,3,1.8571428571428572,2.7142857142857144,2.857142857142857,2.4285714285714284,2.4642857142857144,0,True
415,2023,18.0,Mujer,2.0,,,,2,4,3,4,4,2,4,4,5,4,3,3,5,4,4,3,2,5,2,4,5,3,4,1,2,3,1,2,3.2857142857142856,3.2857142857142856,4.142857142857143,2.4285714285714284,3.285714285714286,0,True
416,2023,18.0,Mujer,1.0,,,,1,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.7142857142857144,3.0,3.0,3.0,2.928571428571429,0,True
417,2023,19.0,Mujer,2.0,,,,2,3,4,3,2,4,3,3,3,3,4,5,2,4,4,2,4,4,4,2,4,2,4,2,3,3,2,4,3.0,3.7142857142857144,3.0,3.0,3.178571428571429,0,True
418,2023,18.0,Hombre,2.0,,,,3,5,4,5,4,3,2,4,3,2,4,5,3,4,5,3,3,5,3,4,4,4,4,2,3,4,2,4,3.5714285714285716,4.0,4.285714285714286,2.5714285714285716,3.607142857142857,0,True
419,2023,18.0,Hombre,2.0,,,,3,5,5,5,1,1,4,4,1,1,4,4,4,1,5,1,1,3,1,5,5,2,1,1,2,2,1,4,2.2857142857142856,4.142857142857143,3.142857142857143,1.4285714285714286,2.75,0,True
420,2023,18.0,Mujer,2.0,,,,4,3,5,4,3,2,3,4,4,2,4,3,3,5,3,4,3,5,2,5,4,3,4,2,4,5,1,4,3.7142857142857144,4.0,4.142857142857143,2.142857142857143,3.5,0,True
421,2023,18.0,Hombre,3.0,,,,5,4,3,3,3,2,3,4,4,3,3,2,4,4,4,1,2,4,2,2,4,2,2,1,1,2,1,3,2.5714285714285716,3.142857142857143,3.2857142857142856,2.142857142857143,2.7857142857142856,0,True
422,2023,18.0,Hombre,0.0,,,,2,2,4,5,2,3,5,3,3,2,3,5,5,4,3,3,3,5,4,2,3,2,3,2,1,3,2,3,3.2857142857142856,2.857142857142857,3.2857142857142856,3.0,3.1071428571428568,0,True
423,2023,20.0,Hombre,2.0,,,,3,4,4,4,3,2,2,4,3,2,4,3,2,4,4,4,3,5,3,2,5,3,4,2,3,4,2,3,3.2857142857142856,3.857142857142857,3.5714285714285716,2.2857142857142856,3.25,0,True
424,2023,19.0,Mujer,2.0,,,,3,3,3,4,3,4,4,3,3,3,4,3,5,3,4,4,3,4,3,3,3,4,4,3,2,3,2,1,3.4285714285714284,2.857142857142857,3.4285714285714284,3.2857142857142856,3.25,0,True
425,2023,18.0,Hombre,5.0,,,,3,3,4,4,3,3,3,3,3,3,2,4,4,3,4,3,3,4,3,2,3,3,2,2,3,3,3,3,3.0,3.142857142857143,3.142857142857143,3.0,3.071428571428571,0,True
426,2023,21.0,NR,2.0,,,,1,1,5,2,2,2,4,4,2,3,5,5,1,3,3,1,1,4,4,1,3,2,4,1,5,1,1,3,2.5714285714285716,4.0,2.142857142857143,1.8571428571428572,2.642857142857143,0,True
427,2023,18.0,Mujer,3.0,,,,4,4,5,4,3,4,3,4,4,2,4,3,4,4,4,3,4,4,3,3,4,5,3,2,3,3,2,4,3.142857142857143,4.0,4.0,3.0,3.5357142857142856,0,True
428,2023,18.0,Mujer,1.0,,,,4,5,3,5,2,1,3,4,3,3,4,4,2,5,3,3,5,5,2,4,4,3,3,1,4,2,1,5,3.0,3.857142857142857,4.285714285714286,2.142857142857143,3.321428571428571,0,True
429,2023,19.0,Hombre,3.0,,,,3,2,2,2,1,4,2,2,3,2,2,4,1,3,1,4,3,3,2,2,3,2,4,3,1,5,2,2,3.2857142857142856,1.8571428571428572,2.4285714285714284,2.4285714285714284,2.5,0,True
430,2023,18.0,Hombre,2.0,,,,3,3,3,3,2,3,4,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,4,3,3,3,2.7142857142857144,3.0,2.857142857142857,2.857142857142857,2.857142857142857,0,True
431,2023,18.0,Hombre,3.0,,,,5,3,5,3,3,4,1,5,1,5,3,4,2,3,1,3,5,2,1,1,4,5,1,2,1,2,2,3,2.7142857142857144,3.142857142857143,2.5714285714285716,3.0,2.857142857142857,0,True
432,2023,19.0,Hombre,1.0,,,,5,4,2,4,2,2,4,4,4,4,3,3,2,2,3,4,3,2,2,3,4,4,4,3,2,2,2,3,3.4285714285714284,3.0,3.2857142857142856,2.5714285714285716,3.0714285714285716,0,True
433,2023,19.0,Hombre,1.0,,,,2,3,5,3,2,2,3,4,4,1,2,4,4,2,2,1,2,4,3,1,2,1,2,2,2,1,1,2,2.142857142857143,2.7142857142857144,2.5714285714285716,2.142857142857143,2.392857142857143,0,True
434,2023,18.0,Hombre,1.0,,,,2,3,4,4,2,3,5,3,2,1,3,5,4,3,4,1,4,4,4,3,2,3,2,3,2,1,1,1,2.5714285714285716,2.7142857142857144,3.142857142857143,2.857142857142857,2.8214285714285716,0,True
435,2023,18.0,Hombre,2.0,,,,2,2,3,3,2,2,3,4,3,3,4,1,2,2,3,3,2,4,3,2,4,4,4,1,3,1,1,3,2.2857142857142856,3.4285714285714284,2.857142857142857,2.0,2.642857142857143,0,True
436,2023,18.0,Mujer,2.0,,,,4,2,4,2,3,5,1,5,3,4,3,4,1,2,3,4,2,4,4,3,4,2,4,4,4,5,3,3,3.5714285714285716,3.7142857142857144,2.5714285714285716,3.2857142857142856,3.2857142857142856,0,True
437,2023,19.0,Hombre,2.0,,,,4,4,4,2,2,4,3,4,3,2,4,3,3,2,4,3,3,4,2,2,4,4,3,2,4,4,2,3,3.142857142857143,3.857142857142857,3.0,2.5714285714285716,3.142857142857143,0,True
438,2023,19.0,Hombre,2.0,,,,2,2,4,3,3,1,3,3,2,1,4,4,2,3,5,2,4,4,3,2,3,2,2,3,2,3,2,1,2.7142857142857144,3.142857142857143,2.5714285714285716,2.2857142857142856,2.678571428571429,0,True
439,2023,18.0,Hombre,1.0,,,,3,3,4,4,1,4,2,4,3,4,4,3,2,4,2,2,4,5,5,3,3,5,4,5,3,2,4,4,2.4285714285714284,3.4285714285714284,3.857142857142857,4.0,3.4285714285714284,0,True
440,2023,18.0,Hombre,3.0,,,,5,4,3,4,4,5,2,4,3,3,4,2,3,3,3,4,4,5,3,4,4,3,3,3,4,4,3,3,3.4285714285714284,3.5714285714285716,3.7142857142857144,3.4285714285714284,3.535714285714286,0,True
441,2023,18.0,Mujer,1.0,,,,5,5,5,5,5,3,3,5,5,3,5,5,5,3,2,5,3,5,3,2,4,3,4,2,5,3,3,5,4.285714285714286,4.428571428571429,4.0,3.142857142857143,3.9642857142857144,0,True
442,2023,21.0,Hombre,2.0,,,,1,5,2,2,3,2,3,3,4,3,3,3,4,4,3,3,5,5,1,5,4,3,3,2,3,2,1,3,2.5714285714285716,3.0,4.0,2.5714285714285716,3.0357142857142856,0,True
443,2023,20.0,Hombre,1.0,,,,3,5,2,5,5,3,2,2,3,5,5,1,5,5,2,5,5,5,3,5,1,5,4,5,1,4,4,4,3.4285714285714284,2.4285714285714284,4.714285714285714,4.285714285714286,3.7142857142857144,0,True
444,2023,19.0,Mujer,1.0,,,,2,2,5,5,2,3,4,4,4,4,4,5,4,3,4,1,2,5,3,2,4,5,1,2,2,2,1,3,2.4285714285714284,3.7142857142857144,3.7142857142857144,2.7142857142857144,3.1428571428571432,0,True
445,2023,19.0,Hombre,3.0,,,,3,3,5,4,3,2,3,4,2,2,2,4,2,3,3,3,2,5,3,2,4,3,3,1,1,1,1,1,2.857142857142857,2.857142857142857,3.142857142857143,1.8571428571428572,2.678571428571429,0,True
446,2023,18.0,Hombre,1.0,,,,1,2,5,4,1,1,5,3,3,2,1,5,2,3,3,1,1,5,2,1,4,1,1,1,3,3,1,3,2.4285714285714284,3.142857142857143,2.7142857142857144,1.4285714285714286,2.4285714285714284,0,True
447,2023,18.0,Hombre,3.0,,,,5,4,4,4,3,2,4,4,4,2,4,3,1,3,4,4,4,5,2,2,5,4,4,1,3,3,1,4,3.7142857142857144,4.0,3.7142857142857144,1.8571428571428572,3.3214285714285716,0,True
448,2023,19.0,Hombre,3.0,,,,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.142857142857143,3.0,3.0,3.0357142857142856,0,True
449,2023,19.0,Hombre,2.0,,,,4,3,4,3,2,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.142857142857143,2.857142857142857,3.2857142857142856,3.071428571428571,0,True
450,2023,20.0,Hombre,2.0,,,,3,2,4,3,3,2,2,4,3,1,4,4,2,3,2,1,2,4,2,2,4,1,4,1,3,2,1,3,2.7142857142857144,3.4285714285714284,2.5714285714285716,1.5714285714285714,2.571428571428571,0,True
451,2023,18.0,Mujer,1.0,,,,5,5,3,5,5,1,3,4,1,5,2,5,1,1,1,5,1,4,1,5,1,3,5,1,1,5,1,1,4.714285714285714,1.8571428571428572,3.4285714285714284,1.5714285714285714,2.892857142857143,0,True
452,2023,21.0,Mujer,2.0,,,,4,3,5,5,5,4,4,4,4,3,4,4,5,5,3,5,3,5,3,2,4,5,5,2,3,4,1,3,4.428571428571429,3.7142857142857144,4.142857142857143,3.0,3.821428571428571,0,True
453,2023,24.0,Hombre,3.0,,,,5,5,3,4,1,4,1,4,4,2,4,5,1,5,1,1,1,5,1,5,5,4,2,1,4,5,3,5,2.857142857142857,3.7142857142857144,4.571428571428571,1.8571428571428572,3.25,0,True
454,2023,22.0,Hombre,1.0,,,,2,2,3,4,1,1,4,3,2,1,2,3,3,4,1,2,2,5,4,3,2,1,2,2,2,1,1,4,2.142857142857143,2.4285714285714284,3.0,2.0,2.392857142857143,0,True
455,2023,19.0,Hombre,2.0,,,,2,3,5,2,1,3,2,5,2,4,4,3,4,4,4,1,4,5,3,2,4,3,1,2,3,1,1,4,1.5714285714285714,4.142857142857143,3.0,3.0,2.928571428571429,0,True
456,2023,19.0,Hombre,0.0,,,,1,2,4,5,1,3,3,2,3,1,2,5,3,5,4,2,3,5,4,2,2,2,2,1,2,2,2,5,2.2857142857142856,3.0,3.4285714285714284,2.4285714285714284,2.7857142857142856,0,True
457,2023,19.0,Mujer,2.0,,,,1,2,5,2,1,1,5,5,5,2,5,5,1,3,5,1,2,4,2,2,5,1,3,1,5,1,1,5,2.4285714285714284,5.0,2.7142857142857144,1.4285714285714286,2.892857142857143,0,True
458,2023,22.0,Mujer,0.0,,,,2,5,4,4,4,4,3,3,2,5,4,3,4,4,3,4,5,5,3,4,4,5,5,2,5,4,2,5,3.5714285714285716,4.0,4.142857142857143,3.5714285714285716,3.8214285714285716,0,True
459,2023,19.0,Hombre,2.0,,,,2,3,4,4,2,4,3,4,3,2,3,4,2,2,4,2,3,4,3,2,3,2,2,2,2,1,2,4,2.2857142857142856,3.4285714285714284,2.857142857142857,2.5714285714285716,2.7857142857142856,0,True
460,2023,18.0,Hombre,0.0,,,,3,4,1,5,1,2,3,4,1,1,4,4,1,1,3,1,1,5,3,3,1,3,1,1,3,2,1,5,2.142857142857143,3.0,3.142857142857143,1.4285714285714286,2.4285714285714284,0,True
461,2023,18.0,Mujer,2.0,,,,2,2,4,4,3,2,4,3,2,1,2,4,4,4,5,2,2,5,5,2,2,2,2,1,2,2,1,2,2.7142857142857144,2.857142857142857,3.0,2.2857142857142856,2.7142857142857144,0,True
462,2023,18.0,Hombre,2.0,,,,4,3,4,4,2,4,2,3,3,3,4,4,3,4,3,3,4,2,3,3,2,2,2,2,3,3,2,4,2.857142857142857,3.2857142857142856,3.0,3.0,3.0357142857142856,0,True
463,2023,18.0,Hombre,4.0,,,,3,4,3,4,1,2,2,2,3,5,2,2,4,5,4,2,4,4,2,2,3,2,2,2,3,4,2,3,2.2857142857142856,2.857142857142857,3.4285714285714284,3.0,2.892857142857143,0,True
